onboarding_task_id,employee_id,task_name,task_category,current_stage,task_status,due_date,completed_date,completion_percentage
ONB03390,10229,First Week Check-in,Manager,Enablement,Complete,2015-01-15,2015-01-15,100.0
ONB03391,10229,30-Day Onboarding Review,Manager,Productive,Complete,2015-02-04,2015-02-02,100.0
ONB03392,10169,Complete HR Documentation,HR,Preboarding,Complete,2014-10-02,2014-09-30,100.0
ONB03393,10169,Submit Required Identification,HR,Preboarding,Complete,2014-10-01,2014-10-01,100.0
ONB03394,10169,Complete New Hire Orientation,HR,Orientation,Complete,2014-10-06,2014-09-30,100.0
ONB03395,10169,Manager Introduction,Manager,Orientation,Complete,2014-10-04,2014-10-07,100.0
ONB03396,10169,Laptop Provisioning,IT,Setup,Complete,2014-10-06,2014-10-08,100.0
ONB03397,10169,Network Account Setup,IT,Setup,Complete,2014-10-04,2014-10-05,100.0
ONB03398,10169,Email and Collaboration Access,IT,Setup,Complete,2014-10-04,2014-10-04,100.0
ONB03399,10169,Security Awareness Training,Compliance,Enablement,Complete,2014-10-11,2014-10-06,100.0
ONB03400,10169,Company Policy Training,Compliance,Enablement,Complete,2014-10-09,2014-10-07,100.0
ONB03401,10169,Role-Specific Training,Role-specific,Enablement,Blocked,2014-10-19,,66.0
ONB03402,10169,Department Process Training,Role-specific,Enablement,Blocked,2014-10-14,,25.0
ONB03403,10169,Tool Access Verification,IT,Enablement,Complete,2014-10-09,2014-10-06,100.0
ONB03404,10169,First Week Check-in,Manager,Enablement,Complete,2014-10-09,2014-10-12,100.0
ONB03405,10169,30-Day Onboarding Review,Manager,Productive,In Progress,2014-10-29,,92.0
ONB03406,10071,Complete HR Documentation,HR,Preboarding,Complete,2013-10-03,2013-10-06,100.0
ONB03407,10071,Submit Required Identification,HR,Preboarding,Overdue,2013-10-02,,70.0
ONB03408,10071,Complete New Hire Orientation,HR,Orientation,In Progress,2013-10-07,,46.0
ONB03409,10071,Manager Introduction,Manager,Orientation,Complete,2013-10-05,2013-10-04,100.0
ONB03410,10071,Laptop Provisioning,IT,Setup,Complete,2013-10-07,2013-10-04,100.0
ONB03411,10071,Network Account Setup,IT,Setup,Overdue,2013-10-05,,29.0
ONB03412,10071,Email and Collaboration Access,IT,Setup,Complete,2013-10-05,2013-10-07,100.0
ONB03413,10071,Security Awareness Training,Compliance,Enablement,Complete,2013-10-12,2013-10-09,100.0
ONB03414,10071,Company Policy Training,Compliance,Enablement,Complete,2013-10-10,2013-10-13,100.0
ONB03415,10071,Role-Specific Training,Role-specific,Enablement,Complete,2013-10-20,2013-10-14,100.0
ONB03416,10071,Department Process Training,Role-specific,Enablement,Blocked,2013-10-15,,68.0
ONB03417,10071,Tool Access Verification,IT,Enablement,Complete,2013-10-10,2013-10-06,100.0
ONB03418,10071,First Week Check-in,Manager,Enablement,Complete,2013-10-10,2013-10-08,100.0
ONB03419,10071,30-Day Onboarding Review,Manager,Productive,Complete,2013-10-30,2013-10-27,100.0
ONB03420,10179,Complete HR Documentation,HR,Preboarding,Complete,2014-10-03,2014-10-02,100.0
ONB03421,10179,Submit Required Identification,HR,Preboarding,Complete,2014-10-02,2014-10-05,100.0
ONB03422,10179,Complete New Hire Orientation,HR,Orientation,Complete,2014-10-07,2014-10-07,100.0
ONB03423,10179,Manager Introduction,Manager,Orientation,Complete,2014-10-05,2014-10-02,100.0
ONB03424,10179,Laptop Provisioning,IT,Setup,Blocked,2014-10-07,,19.0
ONB03425,10179,Network Account Setup,IT,Setup,Complete,2014-10-05,2014-10-03,100.0
ONB03426,10179,Email and Collaboration Access,IT,Setup,Complete,2014-10-05,2014-10-02,100.0
ONB03427,10179,Security Awareness Training,Compliance,Enablement,Complete,2014-10-12,2014-10-14,100.0
ONB03428,10179,Company Policy Training,Compliance,Enablement,In Progress,2014-10-10,,64.0
ONB03429,10179,Role-Specific Training,Role-specific,Enablement,Blocked,2014-10-20,,13.0
ONB03430,10179,Department Process Training,Role-specific,Enablement,Complete,2014-10-15,2014-10-07,100.0
ONB03431,10179,Tool Access Verification,IT,Enablement,Not Started,2014-10-10,,0.0
ONB03432,10179,First Week Check-in,Manager,Enablement,Complete,2014-10-10,2014-10-06,100.0
ONB03433,10179,30-Day Onboarding Review,Manager,Productive,Complete,2014-10-30,2014-10-27,100.0
ONB03434,10091,Complete HR Documentation,HR,Preboarding,Complete,2013-08-22,2013-08-23,100.0
ONB03435,10091,Submit Required Identification,HR,Preboarding,Complete,2013-08-21,2013-08-19,100.0
ONB03436,10091,Complete New Hire Orientation,HR,Orientation,In Progress,2013-08-26,,76.0
ONB03437,10091,Manager Introduction,Manager,Orientation,Complete,2013-08-24,2013-08-20,100.0
ONB03438,10091,Laptop Provisioning,IT,Setup,In Progress,2013-08-26,,60.0
ONB03439,10091,Network Account Setup,IT,Setup,Complete,2013-08-24,2013-08-22,100.0
ONB03440,10091,Email and Collaboration Access,IT,Setup,Complete,2013-08-24,2013-08-21,100.0
ONB03441,10091,Security Awareness Training,Compliance,Enablement,Complete,2013-08-31,2013-08-23,100.0
ONB03442,10091,Company Policy Training,Compliance,Enablement,In Progress,2013-08-29,,30.0
ONB03443,10091,Role-Specific Training,Role-specific,Enablement,Not Started,2013-09-08,,0.0
ONB03444,10091,Department Process Training,Role-specific,Enablement,Complete,2013-09-03,2013-08-30,100.0
ONB03445,10091,Tool Access Verification,IT,Enablement,Complete,2013-08-29,2013-08-29,100.0
ONB03446,10091,First Week Check-in,Manager,Enablement,Complete,2013-08-29,2013-08-27,100.0
ONB03447,10091,30-Day Onboarding Review,Manager,Productive,Complete,2013-09-18,2013-09-18,100.0
ONB03448,10178,Complete HR Documentation,HR,Preboarding,Complete,2015-01-08,2015-01-11,100.0
ONB03449,10178,Submit Required Identification,HR,Preboarding,Complete,2015-01-07,2015-01-05,100.0
ONB03450,10178,Complete New Hire Orientation,HR,Orientation,Complete,2015-01-12,2015-01-07,100.0
ONB03451,10178,Manager Introduction,Manager,Orientation,Complete,2015-01-10,2015-01-13,100.0
ONB03452,10178,Laptop Provisioning,IT,Setup,Complete,2015-01-12,2015-01-12,100.0
ONB03453,10178,Network Account Setup,IT,Setup,Complete,2015-01-10,2015-01-10,100.0
ONB03454,10178,Email and Collaboration Access,IT,Setup,In Progress,2015-01-10,,36.0
ONB03455,10178,Security Awareness Training,Compliance,Enablement,Complete,2015-01-17,2015-01-09,100.0
ONB03456,10178,Company Policy Training,Compliance,Enablement,Complete,2015-01-15,2015-01-09,100.0
ONB03457,10178,Role-Specific Training,Role-specific,Enablement,Complete,2015-01-25,2015-01-17,100.0
ONB03458,10178,Department Process Training,Role-specific,Enablement,Complete,2015-01-20,2015-01-22,100.0
ONB03459,10178,Tool Access Verification,IT,Enablement,Complete,2015-01-15,2015-01-12,100.0
ONB03460,10178,First Week Check-in,Manager,Enablement,Complete,2015-01-15,2015-01-15,100.0
ONB03461,10178,30-Day Onboarding Review,Manager,Productive,Complete,2015-02-04,2015-02-06,100.0
ONB03462,10039,Complete HR Documentation,HR,Preboarding,Complete,2015-05-04,2015-05-07,100.0
ONB03463,10039,Submit Required Identification,HR,Preboarding,Blocked,2015-05-03,,23.0
ONB03464,10039,Complete New Hire Orientation,HR,Orientation,Complete,2015-05-08,2015-05-09,100.0
ONB03465,10039,Manager Introduction,Manager,Orientation,Overdue,2015-05-06,,45.0
ONB03466,10039,Laptop Provisioning,IT,Setup,In Progress,2015-05-08,,79.0
ONB03467,10039,Network Account Setup,IT,Setup,Complete,2015-05-06,2015-05-08,100.0
ONB03468,10039,Email and Collaboration Access,IT,Setup,Complete,2015-05-06,2015-05-03,100.0
ONB03469,10039,Security Awareness Training,Compliance,Enablement,Complete,2015-05-13,2015-05-12,100.0
ONB03470,10039,Company Policy Training,Compliance,Enablement,Complete,2015-05-11,2015-05-07,100.0
ONB03471,10039,Role-Specific Training,Role-specific,Enablement,Complete,2015-05-21,2015-05-20,100.0
ONB03472,10039,Department Process Training,Role-specific,Enablement,Complete,2015-05-16,2015-05-18,100.0
ONB03473,10039,Tool Access Verification,IT,Enablement,Complete,2015-05-11,2015-05-09,100.0
ONB03474,10039,First Week Check-in,Manager,Enablement,Complete,2015-05-11,2015-05-14,100.0
ONB03475,10039,30-Day Onboarding Review,Manager,Productive,Complete,2015-05-31,2015-05-31,100.0
ONB03476,10095,Complete HR Documentation,HR,Preboarding,Complete,2009-10-29,2009-10-26,100.0
ONB03477,10095,Submit Required Identification,HR,Preboarding,Complete,2009-10-28,2009-10-30,100.0
ONB03478,10095,Complete New Hire Orientation,HR,Orientation,In Progress,2009-11-02,,41.0
ONB03479,10095,Manager Introduction,Manager,Orientation,Complete,2009-10-31,2009-11-01,100.0
ONB03480,10095,Laptop Provisioning,IT,Setup,Complete,2009-11-02,2009-10-31,100.0
ONB03481,10095,Network Account Setup,IT,Setup,Complete,2009-10-31,2009-11-02,100.0
ONB03482,10095,Email and Collaboration Access,IT,Setup,In Progress,2009-10-31,,65.0
ONB03483,10095,Security Awareness Training,Compliance,Enablement,Blocked,2009-11-07,,72.0
ONB03484,10095,Company Policy Training,Compliance,Enablement,Complete,2009-11-05,2009-10-28,100.0
ONB03485,10095,Role-Specific Training,Role-specific,Enablement,Not Started,2009-11-15,,0.0
ONB03486,10095,Department Process Training,Role-specific,Enablement,Complete,2009-11-10,2009-11-08,100.0
ONB03487,10095,Tool Access Verification,IT,Enablement,Complete,2009-11-05,2009-10-29,100.0
ONB03488,10095,First Week Check-in,Manager,Enablement,In Progress,2009-11-05,,18.0
ONB03489,10095,30-Day Onboarding Review,Manager,Productive,Complete,2009-11-25,2009-11-21,100.0
ONB03490,10027,Complete HR Documentation,HR,Preboarding,In Progress,2014-10-02,,34.0
ONB03491,10027,Submit Required Identification,HR,Preboarding,Complete,2014-10-01,2014-10-04,100.0
ONB03492,10027,Complete New Hire Orientation,HR,Orientation,In Progress,2014-10-06,,85.0
ONB03493,10027,Manager Introduction,Manager,Orientation,Not Started,2014-10-04,,0.0
ONB03494,10027,Laptop Provisioning,IT,Setup,Blocked,2014-10-06,,69.0
ONB03495,10027,Network Account Setup,IT,Setup,Complete,2014-10-04,2014-10-02,100.0
ONB03496,10027,Email and Collaboration Access,IT,Setup,Complete,2014-10-04,2014-10-02,100.0
ONB03497,10027,Security Awareness Training,Compliance,Enablement,Complete,2014-10-11,2014-10-14,100.0
ONB03498,10027,Company Policy Training,Compliance,Enablement,Complete,2014-10-09,2014-10-04,100.0
ONB03499,10027,Role-Specific Training,Role-specific,Enablement,Complete,2014-10-19,2014-10-20,100.0
ONB03500,10027,Department Process Training,Role-specific,Enablement,Blocked,2014-10-14,,6.0
ONB03501,10027,Tool Access Verification,IT,Enablement,Complete,2014-10-09,2014-10-02,100.0
ONB03502,10027,First Week Check-in,Manager,Enablement,Complete,2014-10-09,2014-10-05,100.0
ONB03503,10027,30-Day Onboarding Review,Manager,Productive,Complete,2014-10-29,2014-10-24,100.0
ONB03504,10291,Complete HR Documentation,HR,Preboarding,Complete,2014-05-21,2014-05-19,100.0
ONB03505,10291,Submit Required Identification,HR,Preboarding,Blocked,2014-05-20,,44.0
ONB03506,10291,Complete New Hire Orientation,HR,Orientation,In Progress,2014-05-25,,31.0
ONB03507,10291,Manager Introduction,Manager,Orientation,Overdue,2014-05-23,,3.0
ONB03508,10291,Laptop Provisioning,IT,Setup,Complete,2014-05-25,2014-05-25,100.0
ONB03509,10291,Network Account Setup,IT,Setup,Complete,2014-05-23,2014-05-23,100.0
ONB03510,10291,Email and Collaboration Access,IT,Setup,In Progress,2014-05-23,,15.0
ONB03511,10291,Security Awareness Training,Compliance,Enablement,Complete,2014-05-30,2014-05-22,100.0
ONB03512,10291,Company Policy Training,Compliance,Enablement,In Progress,2014-05-28,,31.0
ONB03513,10291,Role-Specific Training,Role-specific,Enablement,Complete,2014-06-07,2014-05-25,100.0
ONB03514,10291,Department Process Training,Role-specific,Enablement,In Progress,2014-06-02,,88.0
ONB03515,10291,Tool Access Verification,IT,Enablement,Complete,2014-05-28,2014-05-28,100.0
ONB03516,10291,First Week Check-in,Manager,Enablement,Complete,2014-05-28,2014-05-23,100.0
ONB03517,10291,30-Day Onboarding Review,Manager,Productive,Complete,2014-06-17,2014-06-20,100.0
ONB03518,10153,Complete HR Documentation,HR,Preboarding,Complete,2011-09-29,2011-09-26,100.0
ONB03519,10153,Submit Required Identification,HR,Preboarding,Complete,2011-09-28,2011-10-01,100.0
ONB03520,10153,Manager Introduction,Manager,Orientation,Complete,2011-10-01,2011-09-27,100.0
ONB03521,10153,Laptop Provisioning,IT,Setup,Complete,2011-10-03,2011-10-04,100.0
ONB03522,10153,Email and Collaboration Access,IT,Setup,Blocked,2011-10-01,,27.0
ONB03523,10153,Company Policy Training,Compliance,Enablement,In Progress,2011-10-06,,34.0
ONB03524,10153,Role-Specific Training,Role-specific,Enablement,Complete,2011-10-16,2011-10-16,100.0
ONB03525,10153,Department Process Training,Role-specific,Enablement,Complete,2011-10-11,2011-10-03,100.0
ONB03526,10153,Tool Access Verification,IT,Enablement,Blocked,2011-10-06,,53.0
ONB03527,10153,First Week Check-in,Manager,Enablement,Blocked,2011-10-06,,10.0
ONB03528,10153,30-Day Onboarding Review,Manager,Productive,Complete,2011-10-26,2011-10-17,100.0
ONB03529,10157,Complete HR Documentation,HR,Preboarding,Complete,2013-11-14,2013-11-14,100.0
ONB03530,10157,Submit Required Identification,HR,Preboarding,Overdue,2013-11-13,,54.0
ONB03531,10157,Complete New Hire Orientation,HR,Orientation,Complete,2013-11-18,2013-11-16,100.0
ONB03532,10157,Manager Introduction,Manager,Orientation,Complete,2013-11-16,2013-11-18,100.0
ONB03533,10157,Laptop Provisioning,IT,Setup,Complete,2013-11-18,2013-11-17,100.0
ONB03534,10157,Network Account Setup,IT,Setup,Blocked,2013-11-16,,22.0
ONB03535,10157,Email and Collaboration Access,IT,Setup,Complete,2013-11-16,2013-11-17,100.0
ONB03536,10157,Security Awareness Training,Compliance,Enablement,Complete,2013-11-23,2013-11-17,100.0
ONB03537,10157,Company Policy Training,Compliance,Enablement,Complete,2013-11-21,2013-11-20,100.0
ONB03538,10157,Role-Specific Training,Role-specific,Enablement,Complete,2013-12-01,2013-11-19,100.0
ONB03539,10157,Department Process Training,Role-specific,Enablement,In Progress,2013-11-26,,50.0
ONB03540,10157,Tool Access Verification,IT,Enablement,Not Started,2013-11-21,,0.0
ONB03541,10157,First Week Check-in,Manager,Enablement,Overdue,2013-11-21,,32.0
ONB03542,10157,30-Day Onboarding Review,Manager,Productive,Complete,2013-12-11,2013-12-12,100.0
ONB03543,10119,Complete HR Documentation,HR,Preboarding,Complete,2011-06-13,2011-06-12,100.0
ONB03544,10119,Submit Required Identification,HR,Preboarding,Complete,2011-06-12,2011-06-12,100.0
ONB03545,10119,Complete New Hire Orientation,HR,Orientation,Complete,2011-06-17,2011-06-11,100.0
ONB03546,10119,Manager Introduction,Manager,Orientation,Blocked,2011-06-15,,73.0
ONB03547,10119,Laptop Provisioning,IT,Setup,Complete,2011-06-17,2011-06-17,100.0
ONB03548,10119,Network Account Setup,IT,Setup,Complete,2011-06-15,2011-06-13,100.0
ONB03549,10119,Email and Collaboration Access,IT,Setup,Complete,2011-06-15,2011-06-13,100.0
ONB03550,10119,Security Awareness Training,Compliance,Enablement,Not Started,2011-06-22,,0.0
ONB03551,10119,Company Policy Training,Compliance,Enablement,Complete,2011-06-20,2011-06-21,100.0
ONB03552,10119,Role-Specific Training,Role-specific,Enablement,Complete,2011-06-30,2011-07-02,100.0
ONB03553,10119,Department Process Training,Role-specific,Enablement,Complete,2011-06-25,2011-06-18,100.0
ONB03554,10119,Tool Access Verification,IT,Enablement,Complete,2011-06-20,2011-06-19,100.0
ONB03555,10119,First Week Check-in,Manager,Enablement,Complete,2011-06-20,2011-06-15,100.0
ONB03556,10119,30-Day Onboarding Review,Manager,Productive,Complete,2011-07-10,2011-07-05,100.0
ONB03557,10180,Complete HR Documentation,HR,Preboarding,Complete,2016-07-03,2016-07-01,100.0
ONB03558,10180,Submit Required Identification,HR,Preboarding,Blocked,2016-07-02,,8.0
ONB03559,10180,Complete New Hire Orientation,HR,Orientation,Complete,2016-07-07,2016-07-03,100.0
ONB03560,10180,Manager Introduction,Manager,Orientation,Complete,2016-07-05,2016-07-04,100.0
ONB03561,10180,Laptop Provisioning,IT,Setup,Complete,2016-07-07,2016-07-08,100.0
ONB03562,10180,Network Account Setup,IT,Setup,Complete,2016-07-05,2016-07-02,100.0
ONB03563,10180,Email and Collaboration Access,IT,Setup,Not Started,2016-07-05,,0.0
ONB03564,10180,Security Awareness Training,Compliance,Enablement,Complete,2016-07-12,2016-07-04,100.0
ONB03565,10180,Company Policy Training,Compliance,Enablement,Complete,2016-07-10,2016-07-04,100.0
ONB03566,10180,Role-Specific Training,Role-specific,Enablement,Complete,2016-07-20,2016-07-21,100.0
ONB03567,10180,Department Process Training,Role-specific,Enablement,Complete,2016-07-15,2016-07-13,100.0
ONB03568,10180,Tool Access Verification,IT,Enablement,Complete,2016-07-10,2016-07-11,100.0
ONB03569,10180,First Week Check-in,Manager,Enablement,Complete,2016-07-10,2016-07-05,100.0
ONB03570,10180,30-Day Onboarding Review,Manager,Productive,Complete,2016-07-30,2016-07-25,100.0
ONB03571,10302,Complete HR Documentation,HR,Preboarding,Complete,2012-02-23,2012-02-23,100.0
ONB03572,10302,Submit Required Identification,HR,Preboarding,Complete,2012-02-22,2012-02-23,100.0
ONB03573,10302,Complete New Hire Orientation,HR,Orientation,Complete,2012-02-27,2012-02-27,100.0
ONB03574,10302,Manager Introduction,Manager,Orientation,Complete,2012-02-25,2012-02-26,100.0
ONB03575,10302,Laptop Provisioning,IT,Setup,Blocked,2012-02-27,,49.0
ONB03576,10302,Network Account Setup,IT,Setup,In Progress,2012-02-25,,61.0
ONB03577,10302,Email and Collaboration Access,IT,Setup,Complete,2012-02-25,2012-02-24,100.0
ONB03578,10302,Security Awareness Training,Compliance,Enablement,Complete,2012-03-03,2012-02-24,100.0
ONB03579,10302,Company Policy Training,Compliance,Enablement,In Progress,2012-03-01,,19.0
ONB03580,10302,Role-Specific Training,Role-specific,Enablement,Complete,2012-03-11,2012-03-03,100.0
ONB03581,10302,Department Process Training,Role-specific,Enablement,In Progress,2012-03-06,,63.0
ONB03582,10302,Tool Access Verification,IT,Enablement,Complete,2012-03-01,2012-02-25,100.0
ONB03583,10302,First Week Check-in,Manager,Enablement,Complete,2012-03-01,2012-02-25,100.0
ONB03584,10302,30-Day Onboarding Review,Manager,Productive,Complete,2012-03-21,2012-03-12,100.0
ONB03585,10090,Complete HR Documentation,HR,Preboarding,Blocked,2012-10-05,,0.0
ONB03586,10090,Submit Required Identification,HR,Preboarding,Complete,2012-10-04,2012-10-04,100.0
ONB03587,10090,Complete New Hire Orientation,HR,Orientation,Complete,2012-10-09,2012-10-07,100.0
ONB03588,10090,Manager Introduction,Manager,Orientation,Complete,2012-10-07,2012-10-06,100.0
ONB03589,10090,Laptop Provisioning,IT,Setup,Complete,2012-10-09,2012-10-06,100.0
ONB03590,10090,Network Account Setup,IT,Setup,Blocked,2012-10-07,,33.0
ONB03591,10090,Email and Collaboration Access,IT,Setup,Complete,2012-10-07,2012-10-03,100.0
ONB03592,10090,Security Awareness Training,Compliance,Enablement,Complete,2012-10-14,2012-10-10,100.0
ONB03593,10090,Company Policy Training,Compliance,Enablement,Blocked,2012-10-12,,37.0
ONB03594,10090,Role-Specific Training,Role-specific,Enablement,In Progress,2012-10-22,,63.0
ONB03595,10090,Tool Access Verification,IT,Enablement,Complete,2012-10-12,2012-10-08,100.0
ONB03596,10090,First Week Check-in,Manager,Enablement,Overdue,2012-10-12,,32.0
ONB03597,10090,30-Day Onboarding Review,Manager,Productive,Blocked,2012-11-01,,26.0
ONB03598,10030,Complete HR Documentation,HR,Preboarding,Complete,2013-05-16,2013-05-16,100.0
ONB03599,10030,Submit Required Identification,HR,Preboarding,Complete,2013-05-15,2013-05-14,100.0
ONB03600,10030,Complete New Hire Orientation,HR,Orientation,In Progress,2013-05-20,,87.0
ONB03601,10030,Manager Introduction,Manager,Orientation,Complete,2013-05-18,2013-05-14,100.0
ONB03602,10030,Laptop Provisioning,IT,Setup,Complete,2013-05-20,2013-05-16,100.0
ONB03603,10030,Network Account Setup,IT,Setup,Complete,2013-05-18,2013-05-17,100.0
ONB03604,10030,Email and Collaboration Access,IT,Setup,Complete,2013-05-18,2013-05-19,100.0
ONB03605,10030,Security Awareness Training,Compliance,Enablement,Complete,2013-05-25,2013-05-19,100.0
ONB03606,10030,Company Policy Training,Compliance,Enablement,Not Started,2013-05-23,,0.0
ONB03607,10030,Role-Specific Training,Role-specific,Enablement,Complete,2013-06-02,2013-05-29,100.0
ONB03608,10030,Department Process Training,Role-specific,Enablement,Complete,2013-05-28,2013-05-30,100.0
ONB03609,10030,Tool Access Verification,IT,Enablement,Complete,2013-05-23,2013-05-21,100.0
ONB03610,10030,First Week Check-in,Manager,Enablement,Complete,2013-05-23,2013-05-23,100.0
ONB03611,10030,30-Day Onboarding Review,Manager,Productive,Complete,2013-06-12,2013-06-10,100.0
ONB03612,10278,Complete HR Documentation,HR,Preboarding,Blocked,2011-01-13,,16.0
ONB03613,10278,Complete New Hire Orientation,HR,Orientation,Complete,2011-01-17,2011-01-18,100.0
ONB03614,10278,Manager Introduction,Manager,Orientation,Not Started,2011-01-15,,0.0
ONB03615,10278,Laptop Provisioning,IT,Setup,Complete,2011-01-17,2011-01-20,100.0
ONB03616,10278,Email and Collaboration Access,IT,Setup,In Progress,2011-01-15,,63.0
ONB03617,10278,Security Awareness Training,Compliance,Enablement,Complete,2011-01-22,2011-01-16,100.0
ONB03618,10278,Company Policy Training,Compliance,Enablement,Complete,2011-01-20,2011-01-19,100.0
ONB03619,10278,Role-Specific Training,Role-specific,Enablement,Complete,2011-01-30,2011-01-29,100.0
ONB03620,10278,Department Process Training,Role-specific,Enablement,Complete,2011-01-25,2011-01-15,100.0
ONB03621,10278,Tool Access Verification,IT,Enablement,Complete,2011-01-20,2011-01-17,100.0
ONB03622,10278,First Week Check-in,Manager,Enablement,Complete,2011-01-20,2011-01-20,100.0
ONB03623,10278,30-Day Onboarding Review,Manager,Productive,Complete,2011-02-09,2011-01-31,100.0
ONB03624,10307,Complete HR Documentation,HR,Preboarding,Complete,2014-05-15,2014-05-16,100.0
ONB03625,10307,Submit Required Identification,HR,Preboarding,Not Started,2014-05-14,,0.0
ONB03626,10307,Complete New Hire Orientation,HR,Orientation,Complete,2014-05-19,2014-05-18,100.0
ONB03627,10307,Manager Introduction,Manager,Orientation,Complete,2014-05-17,2014-05-16,100.0
ONB03628,10307,Email and Collaboration Access,IT,Setup,Complete,2014-05-17,2014-05-14,100.0
ONB03629,10307,Security Awareness Training,Compliance,Enablement,In Progress,2014-05-24,,43.0
ONB03630,10307,Company Policy Training,Compliance,Enablement,Complete,2014-05-22,2014-05-14,100.0
ONB03631,10307,Role-Specific Training,Role-specific,Enablement,Complete,2014-06-01,2014-05-24,100.0
ONB03632,10307,Department Process Training,Role-specific,Enablement,Complete,2014-05-27,2014-05-25,100.0
ONB03633,10307,Tool Access Verification,IT,Enablement,Complete,2014-05-22,2014-05-22,100.0
ONB03634,10307,First Week Check-in,Manager,Enablement,Complete,2014-05-22,2014-05-22,100.0
ONB03635,10307,30-Day Onboarding Review,Manager,Productive,In Progress,2014-06-11,,73.0
ONB03636,10147,Complete HR Documentation,HR,Preboarding,Complete,2014-10-02,2014-10-04,100.0
ONB03637,10147,Submit Required Identification,HR,Preboarding,Complete,2014-10-01,2014-09-30,100.0
ONB03638,10147,Complete New Hire Orientation,HR,Orientation,Complete,2014-10-06,2014-10-01,100.0
ONB03639,10147,Manager Introduction,Manager,Orientation,Complete,2014-10-04,2014-10-05,100.0
ONB03640,10147,Laptop Provisioning,IT,Setup,In Progress,2014-10-06,,94.0
ONB03641,10147,Network Account Setup,IT,Setup,Complete,2014-10-04,2014-10-01,100.0
ONB03642,10147,Email and Collaboration Access,IT,Setup,Complete,2014-10-04,2014-10-03,100.0
ONB03643,10147,Security Awareness Training,Compliance,Enablement,Complete,2014-10-11,2014-10-07,100.0
ONB03644,10147,Company Policy Training,Compliance,Enablement,Complete,2014-10-09,2014-10-11,100.0
ONB03645,10147,Role-Specific Training,Role-specific,Enablement,Blocked,2014-10-19,,28.0
ONB03646,10147,Department Process Training,Role-specific,Enablement,In Progress,2014-10-14,,76.0
ONB03647,10147,Tool Access Verification,IT,Enablement,Overdue,2014-10-09,,47.0
ONB03648,10147,First Week Check-in,Manager,Enablement,Complete,2014-10-09,2014-10-11,100.0
ONB03649,10147,30-Day Onboarding Review,Manager,Productive,Complete,2014-10-29,2014-10-30,100.0
ONB03650,10266,Complete HR Documentation,HR,Preboarding,Complete,2014-02-20,2014-02-17,100.0
ONB03651,10266,Submit Required Identification,HR,Preboarding,Complete,2014-02-19,2014-02-17,100.0
ONB03652,10266,Complete New Hire Orientation,HR,Orientation,Complete,2014-02-24,2014-02-25,100.0
ONB03653,10266,Manager Introduction,Manager,Orientation,Complete,2014-02-22,2014-02-23,100.0
ONB03654,10266,Laptop Provisioning,IT,Setup,Complete,2014-02-24,2014-02-18,100.0
ONB03655,10266,Network Account Setup,IT,Setup,Complete,2014-02-22,2014-02-25,100.0
ONB03656,10266,Email and Collaboration Access,IT,Setup,Overdue,2014-02-22,,29.0
ONB03657,10266,Security Awareness Training,Compliance,Enablement,Complete,2014-03-01,2014-02-26,100.0
ONB03658,10266,Company Policy Training,Compliance,Enablement,Complete,2014-02-27,2014-02-23,100.0
ONB03659,10266,Role-Specific Training,Role-specific,Enablement,Complete,2014-03-09,2014-03-04,100.0
ONB03660,10266,Department Process Training,Role-specific,Enablement,Blocked,2014-03-04,,55.0
ONB03661,10266,Tool Access Verification,IT,Enablement,In Progress,2014-02-27,,65.0
ONB03662,10266,First Week Check-in,Manager,Enablement,Complete,2014-02-27,2014-02-27,100.0
ONB03663,10266,30-Day Onboarding Review,Manager,Productive,Complete,2014-03-19,2014-03-17,100.0
ONB03664,10241,Complete HR Documentation,HR,Preboarding,Complete,2010-09-30,2010-10-03,100.0
ONB03665,10241,Submit Required Identification,HR,Preboarding,Complete,2010-09-29,2010-09-27,100.0
ONB03666,10241,Complete New Hire Orientation,HR,Orientation,Complete,2010-10-04,2010-10-01,100.0
ONB03667,10241,Manager Introduction,Manager,Orientation,Blocked,2010-10-02,,74.0
ONB03668,10241,Laptop Provisioning,IT,Setup,Complete,2010-10-04,2010-10-03,100.0
ONB03669,10241,Network Account Setup,IT,Setup,In Progress,2010-10-02,,95.0
ONB03670,10241,Email and Collaboration Access,IT,Setup,Complete,2010-10-02,2010-09-30,100.0
ONB03671,10241,Security Awareness Training,Compliance,Enablement,Complete,2010-10-09,2010-10-07,100.0
ONB03672,10241,Company Policy Training,Compliance,Enablement,Complete,2010-10-07,2010-09-29,100.0
ONB03673,10241,Role-Specific Training,Role-specific,Enablement,Complete,2010-10-17,2010-10-09,100.0
ONB03674,10241,Department Process Training,Role-specific,Enablement,Overdue,2010-10-12,,31.0
ONB03675,10241,Tool Access Verification,IT,Enablement,Complete,2010-10-07,2010-10-10,100.0
ONB03676,10241,First Week Check-in,Manager,Enablement,Complete,2010-10-07,2010-10-06,100.0
ONB03677,10241,30-Day Onboarding Review,Manager,Productive,Complete,2010-10-27,2010-10-22,100.0
ONB03678,10158,Complete HR Documentation,HR,Preboarding,Complete,2009-01-11,2009-01-09,100.0
ONB03679,10158,Submit Required Identification,HR,Preboarding,Complete,2009-01-10,2009-01-09,100.0
ONB03680,10158,Complete New Hire Orientation,HR,Orientation,Complete,2009-01-15,2009-01-12,100.0
