learning_record_id,employee_id,course_name,course_type,assigned_date,completed_date,assessment_score,completion_time_hours,course_status
LRN02623,10039,Data Privacy and Protection,Compliance,2015-05-03,2015-05-18,86.84,2.18,Completed
LRN02624,10039,Code of Conduct,Compliance,2015-05-01,,,,Assigned
LRN02625,10039,Workplace Safety,Compliance,2015-05-02,2015-05-14,84.69,1.88,Completed
LRN02626,10039,Company Orientation,Orientation,2015-05-01,,,,In Progress
LRN02627,10039,HR Policies and Benefits,Orientation,2015-05-02,2015-05-12,87.59,1.53,Completed
LRN02628,10039,Communication and Collaboration Tools,Orientation,2015-05-03,2015-05-10,97.77,2.58,Completed
LRN02629,10039,Department Process Training,Role-specific,2015-05-06,2015-05-14,87.79,3.09,Completed
LRN02630,10039,Role Fundamentals,Role-specific,2015-05-08,2015-05-29,80.64,5.8,Completed
LRN02631,10039,Role Tools and Systems,Role-specific,2015-05-09,2015-05-13,96.49,4.32,Completed
LRN02632,10095,Information Security Awareness,Compliance,2009-10-27,,,,Assigned
LRN02633,10095,Data Privacy and Protection,Compliance,2009-10-28,2009-11-06,73.57,2.1,Completed
LRN02634,10095,Code of Conduct,Compliance,2009-10-26,2009-11-02,87.04,1.51,Completed
LRN02635,10095,Workplace Safety,Compliance,2009-10-27,2009-11-07,76.56,1.86,Completed
LRN02636,10095,Company Orientation,Orientation,2009-10-26,2009-10-30,89.85,2.73,Completed
LRN02637,10095,HR Policies and Benefits,Orientation,2009-10-27,2009-11-03,95.05,1.88,Completed
LRN02638,10095,Communication and Collaboration Tools,Orientation,2009-10-28,,75.12,,In Progress
LRN02639,10095,Department Process Training,Role-specific,2009-10-31,,,,In Progress
LRN02640,10095,Role Fundamentals,Role-specific,2009-11-02,,,,In Progress
LRN02641,10095,Role Tools and Systems,Role-specific,2009-11-03,,,,Overdue
LRN02642,10027,Information Security Awareness,Compliance,2014-09-30,2014-10-10,92.1,2.17,Completed
LRN02643,10027,Data Privacy and Protection,Compliance,2014-10-01,2014-10-02,98.53,1.83,Completed
LRN02644,10027,Code of Conduct,Compliance,2014-09-29,2014-10-08,90.85,1.24,Completed
LRN02645,10027,Workplace Safety,Compliance,2014-09-30,2014-10-13,81.89,1.82,Completed
LRN02646,10027,Company Orientation,Orientation,2014-09-29,2014-09-30,81.21,2.78,Completed
LRN02647,10027,HR Policies and Benefits,Orientation,2014-09-30,2014-10-08,90.15,1.43,Completed
LRN02648,10027,Communication and Collaboration Tools,Orientation,2014-10-01,2014-10-05,81.94,2.5,Completed
LRN02649,10027,Department Process Training,Role-specific,2014-10-04,,,,Overdue
LRN02650,10027,Role Fundamentals,Role-specific,2014-10-06,2014-10-07,79.54,5.27,Completed
LRN02651,10027,Role Tools and Systems,Role-specific,2014-10-07,2014-10-19,89.84,2.31,Completed
LRN02652,10027,Professional Development,Optional,2014-10-14,2014-10-31,91.58,4.86,Completed
LRN02653,10291,Information Security Awareness,Compliance,2014-05-19,2014-05-31,90.35,2.39,Completed
LRN02654,10291,Data Privacy and Protection,Compliance,2014-05-20,2014-06-03,92.92,1.52,Completed
LRN02655,10291,Code of Conduct,Compliance,2014-05-18,2014-05-20,100.0,1.99,Completed
LRN02656,10291,Workplace Safety,Compliance,2014-05-19,2014-05-22,95.33,1.96,Completed
LRN02657,10291,Company Orientation,Orientation,2014-05-18,2014-05-21,98.03,3.06,Completed
LRN02658,10291,HR Policies and Benefits,Orientation,2014-05-19,2014-05-30,81.31,1.27,Completed
LRN02659,10291,Communication and Collaboration Tools,Orientation,2014-05-20,2014-06-01,73.17,2.64,Completed
LRN02660,10291,Department Process Training,Role-specific,2014-05-23,,,,In Progress
LRN02661,10291,Role Fundamentals,Role-specific,2014-05-25,,76.38,,In Progress
LRN02662,10291,Role Tools and Systems,Role-specific,2014-05-26,,,,In Progress
LRN02663,10153,Information Security Awareness,Compliance,2011-09-27,2011-10-09,100.0,2.55,Completed
LRN02664,10153,Data Privacy and Protection,Compliance,2011-09-28,2011-10-12,83.61,2.35,Completed
LRN02665,10153,Code of Conduct,Compliance,2011-09-26,2011-09-28,85.9,1.33,Completed
LRN02666,10153,Workplace Safety,Compliance,2011-09-27,,,,In Progress
LRN02667,10153,Company Orientation,Orientation,2011-09-26,,,,Overdue
LRN02668,10153,HR Policies and Benefits,Orientation,2011-09-27,2011-10-07,82.23,2.05,Completed
LRN02669,10153,Communication and Collaboration Tools,Orientation,2011-09-28,2011-09-29,93.36,1.6,Completed
LRN02670,10153,Department Process Training,Role-specific,2011-10-01,2011-10-04,86.22,5.54,Completed
LRN02671,10153,Role Fundamentals,Role-specific,2011-10-03,2011-10-14,97.65,5.06,Completed
LRN02672,10153,Role Tools and Systems,Role-specific,2011-10-04,2011-10-07,88.65,4.67,Completed
LRN02673,10157,Information Security Awareness,Compliance,2013-11-12,2013-11-16,80.08,2.39,Completed
LRN02674,10157,Data Privacy and Protection,Compliance,2013-11-13,2013-11-25,89.87,1.85,Completed
LRN02675,10157,Code of Conduct,Compliance,2013-11-11,2013-11-14,76.85,1.73,Completed
LRN02676,10157,Workplace Safety,Compliance,2013-11-12,2013-11-17,95.27,1.84,Completed
LRN02677,10157,Company Orientation,Orientation,2013-11-11,2013-11-14,91.95,2.55,Completed
LRN02678,10157,HR Policies and Benefits,Orientation,2013-11-12,2013-11-14,94.07,1.96,Completed
LRN02679,10157,Communication and Collaboration Tools,Orientation,2013-11-13,2013-11-19,79.81,2.04,Completed
LRN02680,10157,Department Process Training,Role-specific,2013-11-16,,,,Overdue
LRN02681,10157,Role Fundamentals,Role-specific,2013-11-18,2013-12-03,93.49,5.79,Completed
LRN02682,10157,Role Tools and Systems,Role-specific,2013-11-19,2013-12-06,88.3,4.16,Completed
LRN02683,10119,Information Security Awareness,Compliance,2011-06-11,2011-06-12,90.25,2.52,Completed
LRN02684,10119,Data Privacy and Protection,Compliance,2011-06-12,2011-06-19,95.61,2.03,Completed
LRN02685,10119,Code of Conduct,Compliance,2011-06-10,2011-06-12,80.39,1.45,Completed
LRN02686,10119,Workplace Safety,Compliance,2011-06-11,2011-06-19,91.99,1.56,Completed
LRN02687,10119,Company Orientation,Orientation,2011-06-10,2011-06-20,85.29,2.01,Completed
LRN02688,10119,HR Policies and Benefits,Orientation,2011-06-11,2011-06-16,88.11,2.28,Completed
LRN02689,10119,Communication and Collaboration Tools,Orientation,2011-06-12,,,,Overdue
LRN02690,10119,Department Process Training,Role-specific,2011-06-15,,,,Overdue
LRN02691,10119,Role Fundamentals,Role-specific,2011-06-17,2011-06-27,75.38,8.41,Completed
LRN02692,10119,Role Tools and Systems,Role-specific,2011-06-18,2011-07-02,77.76,4.95,Completed
LRN02693,10119,Professional Development,Optional,2011-06-25,2011-07-07,88.64,5.74,Completed
LRN02694,10180,Information Security Awareness,Compliance,2016-07-01,2016-07-02,79.69,1.92,Completed
LRN02695,10180,Data Privacy and Protection,Compliance,2016-07-02,2016-07-08,90.49,2.16,Completed
LRN02696,10180,Code of Conduct,Compliance,2016-06-30,2016-07-09,98.02,1.56,Completed
LRN02697,10180,Workplace Safety,Compliance,2016-07-01,2016-07-12,87.63,2.82,Completed
LRN02698,10180,Company Orientation,Orientation,2016-06-30,2016-07-08,84.19,2.55,Completed
LRN02699,10180,HR Policies and Benefits,Orientation,2016-07-01,2016-07-03,95.12,2.03,Completed
LRN02700,10180,Communication and Collaboration Tools,Orientation,2016-07-02,2016-07-05,83.2,2.17,Completed
LRN02701,10180,Department Process Training,Role-specific,2016-07-05,2016-07-06,88.21,5.64,Completed
LRN02702,10180,Role Fundamentals,Role-specific,2016-07-07,2016-07-12,82.7,5.71,Completed
LRN02703,10180,Role Tools and Systems,Role-specific,2016-07-08,2016-07-11,100.0,5.84,Completed
LRN02704,10302,Information Security Awareness,Compliance,2012-02-21,2012-02-29,74.41,1.94,Completed
LRN02705,10302,Data Privacy and Protection,Compliance,2012-02-22,2012-02-23,83.66,1.41,Completed
LRN02706,10302,Code of Conduct,Compliance,2012-02-20,2012-02-27,76.62,1.39,Completed
LRN02707,10302,Workplace Safety,Compliance,2012-02-21,2012-02-22,81.07,2.37,Completed
LRN02708,10302,Company Orientation,Orientation,2012-02-20,2012-02-29,86.03,2.55,Completed
LRN02709,10302,HR Policies and Benefits,Orientation,2012-02-21,,,,Assigned
LRN02710,10302,Communication and Collaboration Tools,Orientation,2012-02-22,,,,Overdue
LRN02711,10302,Department Process Training,Role-specific,2012-02-25,2012-03-10,85.94,3.65,Completed
LRN02712,10302,Role Fundamentals,Role-specific,2012-02-27,2012-02-28,85.57,8.97,Completed
LRN02713,10302,Role Tools and Systems,Role-specific,2012-02-28,,,,In Progress
LRN02714,10302,Professional Development,Optional,2012-03-06,,,,In Progress
LRN02715,10090,Information Security Awareness,Compliance,2012-10-03,2012-10-10,81.39,2.66,Completed
LRN02716,10090,Data Privacy and Protection,Compliance,2012-10-04,,,,In Progress
LRN02717,10090,Code of Conduct,Compliance,2012-10-02,2012-10-09,79.05,1.42,Completed
LRN02718,10090,Workplace Safety,Compliance,2012-10-03,2012-10-13,97.9,1.69,Completed
LRN02719,10090,Company Orientation,Orientation,2012-10-02,,,,In Progress
LRN02720,10090,HR Policies and Benefits,Orientation,2012-10-03,2012-10-14,87.65,2.1,Completed
LRN02721,10090,Communication and Collaboration Tools,Orientation,2012-10-04,2012-10-08,93.54,3.18,Completed
LRN02722,10090,Department Process Training,Role-specific,2012-10-07,2012-10-22,93.32,3.9,Completed
LRN02723,10090,Role Fundamentals,Role-specific,2012-10-09,2012-10-15,94.08,7.32,Completed
LRN02724,10090,Role Tools and Systems,Role-specific,2012-10-10,2012-10-23,76.33,3.69,Completed
LRN02725,10030,Information Security Awareness,Compliance,2013-05-14,2013-05-15,80.27,1.97,Completed
LRN02726,10030,Data Privacy and Protection,Compliance,2013-05-15,,,,In Progress
LRN02727,10030,Code of Conduct,Compliance,2013-05-13,2013-05-16,89.35,0.96,Completed
LRN02728,10030,Workplace Safety,Compliance,2013-05-14,2013-05-23,99.12,2.67,Completed
LRN02729,10030,Company Orientation,Orientation,2013-05-13,2013-05-14,78.09,1.9,Completed
LRN02730,10030,HR Policies and Benefits,Orientation,2013-05-14,,,,Assigned
LRN02731,10030,Communication and Collaboration Tools,Orientation,2013-05-15,,,,Assigned
LRN02732,10030,Department Process Training,Role-specific,2013-05-18,2013-05-30,80.28,4.56,Completed
LRN02733,10030,Role Fundamentals,Role-specific,2013-05-20,2013-05-30,79.41,6.09,Completed
LRN02734,10030,Role Tools and Systems,Role-specific,2013-05-21,2013-05-31,84.87,4.34,Completed
LRN02735,10278,Information Security Awareness,Compliance,2011-01-11,,,,In Progress
LRN02736,10278,Data Privacy and Protection,Compliance,2011-01-12,2011-01-13,81.55,1.98,Completed
LRN02737,10278,Code of Conduct,Compliance,2011-01-10,,,,In Progress
LRN02738,10278,Workplace Safety,Compliance,2011-01-11,2011-01-23,75.29,1.86,Completed
LRN02739,10278,Company Orientation,Orientation,2011-01-10,2011-01-16,81.97,2.25,Completed
LRN02740,10278,HR Policies and Benefits,Orientation,2011-01-11,,,,Assigned
LRN02741,10278,Communication and Collaboration Tools,Orientation,2011-01-12,2011-01-25,83.37,2.43,Completed
LRN02742,10278,Department Process Training,Role-specific,2011-01-15,,,,In Progress
LRN02743,10278,Role Fundamentals,Role-specific,2011-01-17,,,,Assigned
LRN02744,10278,Role Tools and Systems,Role-specific,2011-01-18,,,,In Progress
LRN02745,10278,Professional Development,Optional,2011-01-25,2011-02-11,77.19,5.77,Completed
LRN02746,10307,Information Security Awareness,Compliance,2014-05-13,2014-05-25,97.2,2.59,Completed
LRN02747,10307,Data Privacy and Protection,Compliance,2014-05-14,,78.48,,In Progress
LRN02748,10307,Code of Conduct,Compliance,2014-05-12,2014-05-16,87.73,1.7,Completed
LRN02749,10307,Workplace Safety,Compliance,2014-05-13,,,,In Progress
LRN02750,10307,Company Orientation,Orientation,2014-05-12,,,,In Progress
LRN02751,10307,HR Policies and Benefits,Orientation,2014-05-13,,,,In Progress
LRN02752,10307,Communication and Collaboration Tools,Orientation,2014-05-14,2014-05-17,83.35,2.43,Completed
LRN02753,10307,Department Process Training,Role-specific,2014-05-17,2014-05-25,83.85,3.92,Completed
LRN02754,10307,Role Fundamentals,Role-specific,2014-05-19,,,,Overdue
LRN02755,10307,Role Tools and Systems,Role-specific,2014-05-20,2014-05-31,76.11,3.42,Completed
LRN02756,10307,Professional Development,Optional,2014-05-27,2014-06-19,73.5,5.64,Completed
LRN02757,10147,Information Security Awareness,Compliance,2014-09-30,2014-10-11,84.08,2.76,Completed
LRN02758,10147,Data Privacy and Protection,Compliance,2014-10-01,2014-10-16,92.01,2.03,Completed
LRN02759,10147,Code of Conduct,Compliance,2014-09-29,,,,In Progress
LRN02760,10147,Workplace Safety,Compliance,2014-09-30,2014-10-13,84.42,0.86,Completed
LRN02761,10147,Company Orientation,Orientation,2014-09-29,2014-10-02,87.77,2.58,Completed
LRN02762,10147,HR Policies and Benefits,Orientation,2014-09-30,,,,In Progress
LRN02763,10147,Communication and Collaboration Tools,Orientation,2014-10-01,,70.32,,In Progress
LRN02764,10147,Department Process Training,Role-specific,2014-10-04,2014-10-15,81.5,3.7,Completed
LRN02765,10147,Role Fundamentals,Role-specific,2014-10-06,2014-10-25,83.62,5.81,Completed
LRN02766,10147,Role Tools and Systems,Role-specific,2014-10-07,,,,In Progress
LRN02767,10266,Information Security Awareness,Compliance,2014-02-18,2014-02-21,95.62,1.82,Completed
LRN02768,10266,Data Privacy and Protection,Compliance,2014-02-19,2014-03-04,86.07,2.48,Completed
LRN02769,10266,Code of Conduct,Compliance,2014-02-17,2014-02-21,82.19,1.44,Completed
LRN02770,10266,Workplace Safety,Compliance,2014-02-18,2014-03-04,81.73,1.46,Completed
LRN02771,10266,Company Orientation,Orientation,2014-02-17,2014-02-20,95.42,2.55,Completed
LRN02772,10266,HR Policies and Benefits,Orientation,2014-02-18,2014-02-27,81.32,2.57,Completed
LRN02773,10266,Communication and Collaboration Tools,Orientation,2014-02-19,,,,Overdue
LRN02774,10266,Department Process Training,Role-specific,2014-02-22,2014-03-02,74.01,5.83,Completed
LRN02775,10266,Role Fundamentals,Role-specific,2014-02-24,2014-02-25,93.65,6.84,Completed
LRN02776,10266,Role Tools and Systems,Role-specific,2014-02-25,,,,Overdue
LRN02777,10241,Data Privacy and Protection,Compliance,2010-09-29,,,,In Progress
LRN02778,10241,Code of Conduct,Compliance,2010-09-27,2010-10-07,97.92,1.33,Completed
LRN02779,10241,Workplace Safety,Compliance,2010-09-28,2010-09-29,89.46,2.0,Completed
LRN02780,10241,Company Orientation,Orientation,2010-09-27,2010-09-29,79.75,1.43,Completed
LRN02781,10241,HR Policies and Benefits,Orientation,2010-09-28,2010-10-10,88.94,1.99,Completed
LRN02782,10241,Communication and Collaboration Tools,Orientation,2010-09-29,2010-10-06,85.98,3.49,Completed
LRN02783,10241,Department Process Training,Role-specific,2010-10-02,2010-10-07,92.91,3.62,Completed
LRN02784,10241,Role Fundamentals,Role-specific,2010-10-04,2010-10-13,83.23,5.17,Completed
LRN02785,10241,Role Tools and Systems,Role-specific,2010-10-05,,,,Assigned
LRN02786,10241,Professional Development,Optional,2010-10-12,2010-10-20,94.73,4.31,Completed
LRN02787,10158,Data Privacy and Protection,Compliance,2009-01-10,2009-01-19,74.03,1.33,Completed
LRN02788,10158,Code of Conduct,Compliance,2009-01-08,,,,In Progress
LRN02789,10158,Company Orientation,Orientation,2009-01-08,,,,Overdue
LRN02790,10158,HR Policies and Benefits,Orientation,2009-01-09,2009-01-11,85.48,2.18,Completed
LRN02791,10158,Communication and Collaboration Tools,Orientation,2009-01-10,2009-01-16,64.32,2.34,Completed
LRN02792,10158,Department Process Training,Role-specific,2009-01-13,,,,Overdue
LRN02793,10158,Role Fundamentals,Role-specific,2009-01-15,,,,Assigned
LRN02794,10158,Role Tools and Systems,Role-specific,2009-01-16,2009-01-19,83.2,3.09,Completed
LRN02795,10158,Professional Development,Optional,2009-01-23,2009-02-15,94.1,5.35,Completed
LRN02796,10117,Information Security Awareness,Compliance,2015-01-06,2015-01-17,89.65,2.33,Completed
LRN02797,10117,Data Privacy and Protection,Compliance,2015-01-07,2015-01-16,92.53,1.92,Completed
LRN02798,10117,Code of Conduct,Compliance,2015-01-05,2015-01-08,99.31,1.28,Completed
LRN02799,10117,Workplace Safety,Compliance,2015-01-06,2015-01-20,88.81,2.19,Completed
LRN02800,10117,Company Orientation,Orientation,2015-01-05,2015-01-08,89.38,2.77,Completed
LRN02801,10117,HR Policies and Benefits,Orientation,2015-01-06,,,,In Progress
LRN02802,10117,Communication and Collaboration Tools,Orientation,2015-01-07,,,,In Progress
LRN02803,10117,Department Process Training,Role-specific,2015-01-10,2015-01-28,74.09,4.6,Completed
LRN02804,10117,Role Fundamentals,Role-specific,2015-01-12,,,,Assigned
LRN02805,10117,Role Tools and Systems,Role-specific,2015-01-13,2015-01-15,92.09,3.48,Completed
LRN02806,10117,Professional Development,Optional,2015-01-20,,,,Assigned
LRN02807,10209,Information Security Awareness,Compliance,2012-05-15,2012-05-26,72.61,2.44,Completed
LRN02808,10209,Data Privacy and Protection,Compliance,2012-05-16,2012-05-27,76.74,1.34,Completed
LRN02809,10209,Code of Conduct,Compliance,2012-05-14,2012-05-21,82.69,1.05,Completed
LRN02810,10209,Workplace Safety,Compliance,2012-05-15,2012-05-22,77.71,1.77,Completed
LRN02811,10209,Company Orientation,Orientation,2012-05-14,,,,In Progress
LRN02812,10209,HR Policies and Benefits,Orientation,2012-05-15,,,,Assigned
LRN02813,10209,Communication and Collaboration Tools,Orientation,2012-05-16,2012-05-18,66.58,2.7,Completed
LRN02814,10209,Department Process Training,Role-specific,2012-05-19,,,,Assigned
LRN02815,10209,Role Fundamentals,Role-specific,2012-05-21,,,,Assigned
LRN02816,10209,Role Tools and Systems,Role-specific,2012-05-22,,,,Assigned
LRN02817,10024,Information Security Awareness,Compliance,2014-07-08,2014-07-13,76.82,2.97,Completed
LRN02818,10024,Data Privacy and Protection,Compliance,2014-07-09,2014-07-19,76.55,2.61,Completed
LRN02819,10024,Code of Conduct,Compliance,2014-07-07,2014-07-14,76.83,2.11,Completed
LRN02820,10024,Workplace Safety,Compliance,2014-07-08,2014-07-18,97.18,2.36,Completed
LRN02821,10024,Company Orientation,Orientation,2014-07-07,2014-07-17,97.57,3.23,Completed
LRN02822,10024,HR Policies and Benefits,Orientation,2014-07-08,2014-07-13,90.4,1.95,Completed
LRN02823,10024,Communication and Collaboration Tools,Orientation,2014-07-09,2014-07-18,75.2,2.27,Completed
LRN02824,10024,Department Process Training,Role-specific,2014-07-12,2014-07-17,82.0,3.94,Completed
LRN02825,10024,Role Fundamentals,Role-specific,2014-07-14,2014-07-16,89.95,8.15,Completed
LRN02826,10024,Role Tools and Systems,Role-specific,2014-07-15,2014-07-20,81.61,6.08,Completed
LRN02827,10173,Information Security Awareness,Compliance,2017-04-21,2017-04-25,91.69,2.79,Completed
LRN02828,10173,Data Privacy and Protection,Compliance,2017-04-22,2017-05-03,93.12,2.52,Completed
LRN02829,10173,Code of Conduct,Compliance,2017-04-20,2017-04-27,100.0,1.04,Completed
LRN02830,10173,Workplace Safety,Compliance,2017-04-21,2017-05-05,90.52,2.65,Completed
LRN02831,10173,Company Orientation,Orientation,2017-04-20,2017-04-22,70.03,2.25,Completed
LRN02832,10173,HR Policies and Benefits,Orientation,2017-04-21,2017-04-28,92.24,1.38,Completed
LRN02833,10173,Communication and Collaboration Tools,Orientation,2017-04-22,2017-04-25,94.49,2.42,Completed
LRN02834,10173,Department Process Training,Role-specific,2017-04-25,2017-05-11,90.3,3.83,Completed
LRN02835,10173,Role Fundamentals,Role-specific,2017-04-27,2017-04-28,90.9,7.07,Completed
LRN02836,10173,Role Tools and Systems,Role-specific,2017-04-28,2017-05-13,76.65,5.12,Completed
LRN02837,10173,Professional Development,Optional,2017-05-05,,,,In Progress
LRN02838,10221,Information Security Awareness,Compliance,2009-04-28,,,,Overdue
LRN02839,10221,Data Privacy and Protection,Compliance,2009-04-29,2009-04-30,83.37,2.65,Completed
LRN02840,10221,Code of Conduct,Compliance,2009-04-27,2009-05-04,72.87,1.91,Completed
LRN02841,10221,Workplace Safety,Compliance,2009-04-28,2009-04-30,65.83,1.97,Completed
LRN02842,10221,Company Orientation,Orientation,2009-04-27,,,,Overdue
LRN02843,10221,HR Policies and Benefits,Orientation,2009-04-28,2009-05-03,79.03,2.7,Completed
LRN02844,10221,Communication and Collaboration Tools,Orientation,2009-04-29,2009-05-04,82.66,3.08,Completed
LRN02845,10221,Department Process Training,Role-specific,2009-05-02,,,,Assigned
LRN02846,10221,Role Fundamentals,Role-specific,2009-05-04,2009-05-09,75.2,7.04,Completed
LRN02847,10221,Role Tools and Systems,Role-specific,2009-05-05,2009-05-24,69.46,5.43,Completed
LRN02848,10221,Professional Development,Optional,2009-05-12,2009-05-27,75.72,4.79,Completed
LRN02849,10146,Information Security Awareness,Compliance,2011-05-17,,,,Overdue
LRN02850,10146,Data Privacy and Protection,Compliance,2011-05-18,2011-05-19,83.32,1.88,Completed
LRN02851,10146,Code of Conduct,Compliance,2011-05-16,2011-05-21,76.96,1.6,Completed
LRN02852,10146,Workplace Safety,Compliance,2011-05-17,,,,Overdue
LRN02853,10146,Company Orientation,Orientation,2011-05-16,,,,In Progress
LRN02854,10146,HR Policies and Benefits,Orientation,2011-05-17,,,,In Progress
LRN02855,10146,Communication and Collaboration Tools,Orientation,2011-05-18,,,,In Progress
LRN02856,10146,Department Process Training,Role-specific,2011-05-21,2011-05-24,89.69,4.16,Completed
LRN02857,10146,Role Fundamentals,Role-specific,2011-05-23,2011-05-30,87.66,6.44,Completed
LRN02858,10146,Role Tools and Systems,Role-specific,2011-05-24,2011-05-30,68.06,3.6,Completed
LRN02859,10146,Professional Development,Optional,2011-05-31,,,,Overdue
LRN02860,10161,Information Security Awareness,Compliance,2014-09-30,2014-10-04,97.41,2.5,Completed
LRN02861,10161,Data Privacy and Protection,Compliance,2014-10-01,2014-10-05,73.18,2.57,Completed
LRN02862,10161,Code of Conduct,Compliance,2014-09-29,2014-10-02,86.83,1.16,Completed
LRN02863,10161,Workplace Safety,Compliance,2014-09-30,2014-10-12,95.49,3.09,Completed
LRN02864,10161,Company Orientation,Orientation,2014-09-29,,42.66,,In Progress
LRN02865,10161,HR Policies and Benefits,Orientation,2014-09-30,2014-10-09,98.44,1.59,Completed
LRN02866,10161,Communication and Collaboration Tools,Orientation,2014-10-01,2014-10-16,97.86,2.4,Completed
LRN02867,10161,Department Process Training,Role-specific,2014-10-04,,,,In Progress
LRN02868,10161,Role Fundamentals,Role-specific,2014-10-06,2014-10-24,81.41,6.49,Completed
LRN02869,10161,Role Tools and Systems,Role-specific,2014-10-07,,,,Assigned
LRN02870,10161,Professional Development,Optional,2014-10-14,2014-10-20,95.21,3.93,Completed
LRN02871,10141,Information Security Awareness,Compliance,2011-07-06,2011-07-10,91.51,2.52,Completed
LRN02872,10141,Data Privacy and Protection,Compliance,2011-07-07,2011-07-10,95.42,2.31,Completed
LRN02873,10141,Code of Conduct,Compliance,2011-07-05,2011-07-11,74.5,1.91,Completed
LRN02874,10141,Workplace Safety,Compliance,2011-07-06,2011-07-15,90.49,2.49,Completed
LRN02875,10141,Company Orientation,Orientation,2011-07-05,2011-07-13,81.9,2.55,Completed
LRN02876,10141,HR Policies and Benefits,Orientation,2011-07-06,2011-07-14,100.0,2.17,Completed
LRN02877,10141,Communication and Collaboration Tools,Orientation,2011-07-07,,,,In Progress
LRN02878,10141,Department Process Training,Role-specific,2011-07-10,2011-07-18,78.48,4.37,Completed
LRN02879,10141,Role Fundamentals,Role-specific,2011-07-12,,,,Assigned
LRN02880,10141,Role Tools and Systems,Role-specific,2011-07-13,,,,Assigned
LRN02881,10268,Information Security Awareness,Compliance,2007-06-26,,,,Assigned
LRN02882,10268,Data Privacy and Protection,Compliance,2007-06-27,2007-07-04,93.24,2.61,Completed
LRN02883,10268,Code of Conduct,Compliance,2007-06-25,,,,Overdue
LRN02884,10268,Company Orientation,Orientation,2007-06-25,2007-06-29,92.59,1.17,Completed
LRN02885,10268,HR Policies and Benefits,Orientation,2007-06-26,2007-07-04,81.39,1.83,Completed
LRN02886,10268,Communication and Collaboration Tools,Orientation,2007-06-27,2007-07-11,81.83,2.25,Completed
LRN02887,10268,Department Process Training,Role-specific,2007-06-30,,65.29,,In Progress
LRN02888,10268,Role Fundamentals,Role-specific,2007-07-02,2007-07-19,82.85,6.41,Completed
LRN02889,10268,Role Tools and Systems,Role-specific,2007-07-03,2007-07-06,81.28,2.97,Completed
LRN02890,10123,Information Security Awareness,Compliance,2013-02-19,2013-03-01,71.71,2.23,Completed
LRN02891,10123,Data Privacy and Protection,Compliance,2013-02-20,2013-02-27,83.89,2.43,Completed
LRN02892,10123,Code of Conduct,Compliance,2013-02-18,2013-02-20,97.64,1.64,Completed
LRN02893,10123,Workplace Safety,Compliance,2013-02-19,,,,Overdue
LRN02894,10123,Company Orientation,Orientation,2013-02-18,,,,Assigned
LRN02895,10123,HR Policies and Benefits,Orientation,2013-02-19,2013-02-23,89.36,2.21,Completed
LRN02896,10123,Communication and Collaboration Tools,Orientation,2013-02-20,,,,In Progress
LRN02897,10123,Department Process Training,Role-specific,2013-02-23,2013-03-01,92.65,4.38,Completed
LRN02898,10123,Role Fundamentals,Role-specific,2013-02-25,2013-03-12,93.47,4.95,Completed
LRN02899,10123,Role Tools and Systems,Role-specific,2013-02-26,2013-02-27,89.31,4.44,Completed
LRN02900,10123,Professional Development,Optional,2013-03-05,,,,In Progress
LRN02901,10013,Information Security Awareness,Compliance,2006-01-10,2006-01-18,77.76,2.7,Completed
LRN02902,10013,Data Privacy and Protection,Compliance,2006-01-11,2006-01-24,90.76,2.38,Completed
LRN02903,10013,Code of Conduct,Compliance,2006-01-09,2006-01-10,79.49,1.36,Completed
LRN02904,10013,Workplace Safety,Compliance,2006-01-10,,,,In Progress
LRN02905,10013,Company Orientation,Orientation,2006-01-09,2006-01-10,85.17,2.0,Completed
LRN02906,10013,HR Policies and Benefits,Orientation,2006-01-10,,,,In Progress
LRN02907,10013,Communication and Collaboration Tools,Orientation,2006-01-11,2006-01-23,71.66,2.68,Completed
LRN02908,10013,Department Process Training,Role-specific,2006-01-14,2006-01-29,82.67,3.25,Completed
LRN02909,10013,Role Fundamentals,Role-specific,2006-01-16,2006-01-18,87.98,6.11,Completed
LRN02910,10013,Role Tools and Systems,Role-specific,2006-01-17,2006-01-25,89.38,4.92,Completed
LRN02911,10287,Information Security Awareness,Compliance,2014-02-18,2014-02-27,81.0,3.14,Completed
LRN02912,10287,Data Privacy and Protection,Compliance,2014-02-19,2014-03-04,95.87,1.88,Completed
LRN02913,10287,Code of Conduct,Compliance,2014-02-17,2014-02-20,89.75,1.24,Completed
LRN02914,10287,Workplace Safety,Compliance,2014-02-18,2014-03-04,93.38,1.58,Completed
LRN02915,10287,Company Orientation,Orientation,2014-02-17,2014-02-22,87.63,2.25,Completed
LRN02916,10287,HR Policies and Benefits,Orientation,2014-02-18,2014-03-02,85.51,2.48,Completed
LRN02917,10287,Communication and Collaboration Tools,Orientation,2014-02-19,2014-02-20,94.06,1.67,Completed
LRN02918,10287,Department Process Training,Role-specific,2014-02-22,2014-03-01,98.56,3.38,Completed
LRN02919,10287,Role Fundamentals,Role-specific,2014-02-24,2014-03-08,90.54,5.25,Completed
LRN02920,10287,Role Tools and Systems,Role-specific,2014-02-25,2014-03-11,81.65,2.73,Completed
LRN02921,10044,Information Security Awareness,Compliance,2015-01-06,2015-01-12,83.62,1.8,Completed
LRN02922,10044,Data Privacy and Protection,Compliance,2015-01-07,2015-01-08,77.53,2.1,Completed
