ticket_id,employee_id,created_date,issue_category,priority,resolution_time_hours,assigned_team,status
TKT00936,10146,2011-05-20 12:21:00,Hardware,Low,,IT Service Desk,In Progress
TKT00937,10146,2011-06-24 15:44:00,Learning,Low,18.82,Learning & Development,Resolved
TKT00938,10146,2011-06-06 11:29:00,Hardware,Low,58.06,IT Service Desk,Resolved
TKT00939,10146,2011-05-29 13:30:00,Other,High,7.14,HR Support,Resolved
TKT00940,10146,2011-06-11 15:02:00,Hardware,High,,IT Service Desk,In Progress
TKT00941,10146,2011-05-16 09:56:00,Access,Medium,26.0,IT Access Management,Resolved
TKT00942,10161,2014-10-18 11:54:00,Access,Medium,,IT Service Desk,In Progress
TKT00943,10161,2014-10-16 10:03:00,Learning,Medium,11.82,HR Support,Resolved
TKT00944,10161,2014-11-11 12:59:00,Access,Medium,14.28,IT Access Management,Resolved
TKT00945,10141,2011-07-31 09:22:00,Learning,Medium,9.17,Learning & Development,Closed
TKT00946,10141,2011-08-02 08:35:00,Learning,Medium,11.75,HR Support,Resolved
TKT00947,10141,2011-08-09 13:02:00,HR policy,Medium,11.74,People Operations,Resolved
TKT00948,10268,2007-07-03 09:13:00,Access,Medium,16.54,IT Access Management,Closed
TKT00949,10123,2013-03-01 11:43:00,Access,Medium,16.57,IT Access Management,Closed
TKT00950,10013,2006-01-11 10:06:00,Payroll,Low,30.18,Payroll Support,Closed
TKT00951,10013,2006-02-07 14:52:00,Access,Medium,10.92,IT Access Management,Resolved
TKT00952,10013,2006-02-20 08:17:00,Other,Low,26.73,HR Support,Resolved
TKT00953,10013,2006-02-08 14:07:00,Access,Critical,3.69,IT Access Management,Resolved
TKT00954,10013,2006-01-25 08:00:00,Access,Critical,,IT Access Management,In Progress
TKT00955,10044,2015-02-18 11:01:00,Payroll,Critical,2.39,HR Support,Resolved
TKT00956,10044,2015-02-15 17:49:00,Hardware,High,13.37,Endpoint Support,Resolved
TKT00957,10102,2013-03-21 15:08:00,Other,Medium,19.55,IT Service Desk,Closed
TKT00958,10102,2013-03-20 11:24:00,Learning,Medium,10.8,HR Support,Closed
TKT00959,10102,2013-04-02 16:32:00,Learning,Medium,15.14,Learning & Development,Resolved
TKT00960,10102,2013-02-20 09:56:00,Hardware,High,7.27,IT Service Desk,Resolved
TKT00961,10102,2013-04-02 16:37:00,HR policy,Low,7.34,People Operations,Resolved
TKT00962,10102,2013-03-16 12:22:00,Other,Low,,IT Service Desk,In Progress
TKT00963,10270,2011-02-23 15:41:00,Hardware,Low,37.58,Endpoint Support,Resolved
TKT00964,10270,2011-02-14 10:47:00,Access,Medium,12.19,IT Access Management,Resolved
TKT00965,10270,2011-02-20 14:41:00,Other,Low,23.17,HR Support,Resolved
TKT00966,10045,2015-04-20 08:31:00,Hardware,Medium,,IT Service Desk,In Progress
TKT00967,10045,2015-04-16 17:39:00,Other,Medium,19.65,HR Support,Closed
TKT00968,10045,2015-04-21 11:40:00,Learning,Medium,14.05,HR Support,Resolved
TKT00969,10045,2015-04-17 10:17:00,Access,Medium,23.88,IT Access Management,Closed
TKT00970,10205,2011-07-24 15:30:00,HR policy,Low,6.41,HR Support,Resolved
TKT00971,10205,2011-07-22 15:43:00,Hardware,Low,54.38,IT Service Desk,Resolved
TKT00972,10014,2012-08-31 15:51:00,Access,Medium,14.83,IT Access Management,Resolved
TKT00973,10014,2012-09-18 14:51:00,Access,Medium,18.53,IT Service Desk,Resolved
TKT00974,10014,2012-09-15 08:26:00,Hardware,Low,47.8,Endpoint Support,Resolved
TKT00975,10014,2012-09-12 17:13:00,Learning,Medium,17.17,HR Support,Resolved
TKT00976,10144,2011-09-11 13:07:00,Hardware,Low,60.05,Endpoint Support,Resolved
TKT00977,10144,2011-09-04 10:40:00,Other,Medium,32.96,IT Service Desk,Resolved
TKT00978,10144,2011-09-14 17:41:00,Hardware,Low,74.38,Endpoint Support,Resolved
TKT00979,10144,2011-09-10 12:26:00,HR policy,High,9.38,HR Support,Resolved
TKT00980,10253,2012-04-05 17:50:00,Other,Medium,26.4,IT Service Desk,Resolved
TKT00981,10253,2012-04-10 12:51:00,Access,Medium,16.07,IT Access Management,Resolved
TKT00982,10253,2012-03-17 17:11:00,Hardware,High,8.84,IT Service Desk,Resolved
TKT00983,10118,2015-03-20 14:15:00,Payroll,Medium,19.84,HR Support,Resolved
TKT00984,10118,2015-03-19 12:42:00,Other,Medium,17.65,HR Support,Resolved
TKT00985,10118,2015-02-25 17:47:00,Other,Low,42.31,IT Service Desk,Closed
TKT00986,10118,2015-03-04 08:24:00,HR policy,Medium,11.83,People Operations,Resolved
TKT00987,10118,2015-03-22 11:19:00,HR policy,High,7.45,HR Support,Resolved
TKT00988,10022,2011-10-16 10:02:00,Access,Medium,13.04,IT Access Management,Closed
TKT00989,10183,2015-08-08 15:36:00,Learning,Low,13.48,Learning & Development,Resolved
TKT00990,10183,2015-08-12 13:41:00,Access,Low,25.59,IT Access Management,Resolved
TKT00991,10183,2015-07-29 17:07:00,Access,Medium,17.95,IT Access Management,Closed
TKT00992,10190,2014-08-21 08:39:00,HR policy,Medium,10.09,HR Support,Resolved
TKT00993,10274,2011-10-17 13:10:00,HR policy,High,4.35,HR Support,Resolved
TKT00994,10274,2011-11-08 11:39:00,HR policy,High,10.08,People Operations,Resolved
TKT00995,10274,2011-10-03 11:56:00,Payroll,Low,14.21,Payroll Support,Resolved
TKT00996,10274,2011-11-10 15:53:00,Other,Low,,IT Service Desk,In Progress
TKT00997,10274,2011-10-27 11:51:00,HR policy,Medium,8.52,People Operations,Closed
TKT00998,10274,2011-10-16 10:00:00,Access,Medium,20.92,IT Access Management,Resolved
TKT00999,10293,2012-08-15 10:05:00,Access,Low,48.53,IT Access Management,Resolved
TKT01000,10293,2012-09-09 09:15:00,Payroll,High,12.16,HR Support,Resolved
TKT01001,10172,2017-03-04 11:25:00,HR policy,Low,,HR Support,In Progress
TKT01002,10172,2017-02-26 10:41:00,Access,Medium,26.09,IT Access Management,Resolved
TKT01003,10172,2017-03-24 08:23:00,Learning,Medium,16.24,Learning & Development,Resolved
TKT01004,10072,2011-02-09 12:51:00,Other,Medium,,IT Service Desk,In Progress
TKT01005,10072,2011-02-03 08:07:00,Learning,Low,12.99,Learning & Development,Resolved
TKT01006,10072,2011-02-04 08:53:00,Other,Medium,22.26,IT Service Desk,Resolved
TKT01007,10072,2011-01-20 16:24:00,Payroll,Medium,,Payroll Support,In Progress
TKT01008,10072,2011-02-10 09:21:00,HR policy,Low,22.5,HR Support,Resolved
TKT01009,10072,2011-02-05 14:39:00,Hardware,Medium,,IT Service Desk,In Progress
TKT01010,10072,2011-01-21 15:29:00,Hardware,Medium,43.49,Endpoint Support,Closed
TKT01011,10072,2011-02-10 11:08:00,Payroll,Medium,7.38,Payroll Support,Resolved
TKT01012,10072,2011-02-01 17:05:00,Hardware,High,14.34,Endpoint Support,Resolved
TKT01013,10072,2011-01-29 17:46:00,Hardware,Medium,,IT Service Desk,In Progress
TKT01014,10048,2011-06-17 13:52:00,Hardware,Medium,40.01,Endpoint Support,Resolved
TKT01015,10048,2011-06-02 09:02:00,Other,Medium,24.8,IT Service Desk,Resolved
TKT01016,10048,2011-06-09 17:13:00,Hardware,Medium,,IT Service Desk,Open
TKT01017,10048,2011-06-22 10:31:00,Access,Critical,1.45,IT Access Management,Resolved
TKT01018,10048,2011-06-11 15:07:00,Access,High,,IT Service Desk,In Progress
TKT01019,10048,2011-05-26 09:08:00,Hardware,Low,112.63,IT Service Desk,Resolved
TKT01020,10048,2011-06-24 12:04:00,Access,Medium,22.62,IT Access Management,Resolved
TKT01021,10204,2011-01-18 14:21:00,Learning,Medium,18.72,HR Support,Resolved
TKT01022,10204,2011-01-15 15:56:00,Learning,Medium,12.29,Learning & Development,Resolved
TKT01023,10204,2011-02-22 13:55:00,Hardware,Low,,Endpoint Support,In Progress
TKT01024,10204,2011-01-29 15:41:00,Hardware,Medium,21.17,Endpoint Support,Resolved
TKT01025,10264,2012-01-23 09:16:00,Learning,Medium,25.59,HR Support,Resolved
TKT01026,10264,2012-02-20 10:58:00,Payroll,High,9.02,HR Support,Resolved
TKT01027,10264,2012-02-04 13:53:00,Payroll,Medium,,HR Support,In Progress
TKT01028,10264,2012-02-12 10:15:00,Access,Medium,11.2,IT Service Desk,Resolved
TKT01029,10264,2012-01-26 12:40:00,Access,Medium,,IT Access Management,In Progress
TKT01030,10264,2012-02-16 17:42:00,Hardware,Medium,16.69,Endpoint Support,Resolved
TKT01031,10264,2012-02-06 10:34:00,Other,Medium,17.42,HR Support,Resolved
TKT01032,10033,2013-02-20 11:40:00,Other,Medium,14.7,IT Service Desk,Closed
TKT01033,10174,2014-10-19 17:12:00,Access,Low,,IT Access Management,Open
TKT01034,10174,2014-11-09 11:59:00,Payroll,Medium,23.09,HR Support,Resolved
TKT01035,10174,2014-10-18 09:58:00,Other,Medium,36.32,IT Service Desk,Resolved
TKT01036,10174,2014-10-06 13:07:00,Learning,High,8.44,Learning & Development,Resolved
TKT01037,10135,2014-08-19 12:39:00,Access,Low,25.45,IT Service Desk,Resolved
TKT01038,10135,2014-07-07 09:59:00,Other,Medium,7.1,HR Support,Resolved
TKT01039,10135,2014-08-20 09:59:00,Access,Medium,,IT Service Desk,In Progress
TKT01040,10301,2008-09-25 11:07:00,Access,Medium,29.77,IT Service Desk,Closed
TKT01041,10010,2010-04-26 08:05:00,Payroll,High,,Payroll Support,In Progress
TKT01042,10010,2010-05-08 17:58:00,Other,Medium,9.66,IT Service Desk,Resolved
TKT01043,10043,2015-05-03 15:55:00,Hardware,Medium,15.76,IT Service Desk,Resolved
TKT01044,10043,2015-04-25 09:38:00,Payroll,Medium,,HR Support,In Progress
TKT01045,10043,2015-04-10 17:44:00,Hardware,High,12.55,IT Service Desk,Resolved
TKT01046,10271,2014-10-05 11:56:00,HR policy,Medium,6.32,HR Support,Closed
TKT01047,10271,2014-10-29 14:22:00,HR policy,Critical,2.82,HR Support,Closed
TKT01048,10271,2014-11-13 10:30:00,Hardware,High,6.99,Endpoint Support,Closed
